,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,matches,company,COMPANY NAME,CITY,STATE,OWNER/MAKER
863,1510,Pitch Dark,U.S.A.,2015,Nicaragua,Nicalizo,0.8,"3- B,S,C","metal, molasses, roasty",2.75,"('Pitch Dark', 100)",Pitch Dark,Pitch Dark,Portland,Oregon,Brian Flick
864,1510,Pitch Dark,U.S.A.,2015,Nicaragua,Rugoso,0.8,"2- B,S","chunky, dairy, nutty, rich",3.25,"('Pitch Dark', 100)",Pitch Dark,Pitch Dark,Portland,Oregon,Brian Flick
865,2530,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",0.7,"3- B,S,C","sandy, dried fruit, earthy",3.0,"('Pollinator', 100)",Pollinator,Pollinator,Carbondale,Colorado,Mark Burrows
866,2530,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,0.7,"3- B,S,C","slightly bitter, earthy, fruity",3.0,"('Pollinator', 100)",Pollinator,Pollinator,Carbondale,Colorado,Mark Burrows
867,2530,Pollinator,U.S.A.,2020,Tanzania,Tanzania,0.7,"3- B,S,C","raisins, grapes, tart",3.25,"('Pollinator', 100)",Pollinator,Pollinator,Carbondale,Colorado,Mark Burrows
868,829,Pomm (aka Dead Dog),U.S.A.,2012,Dominican Republic,"La Red, 2011",0.76,"3- B,S,C","molasses, banana, chemical",2.5,"(""Brasstown aka It's Chocolate"", 86)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
869,829,Pomm (aka Dead Dog),U.S.A.,2012,Peru,"Peru, batch 1",0.82,"3- B,S,C","dry, red berry, off note",2.75,"(""Brasstown aka It's Chocolate"", 86)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
870,2582,Poppy and Peep,U.S.A.,2021,Haiti,Haiti,0.71,"3- B,S,C","sweet, spoiled milk, vegetal",2.75,"('Poppy & Peep', 95)",Poppy & Peep,Poppy & Peep,Nashville,Tennessee,Mark and Evane Stoner
871,2582,Poppy and Peep,U.S.A.,2021,Guatemala,Guatemala,0.76,"3- B,S,C",tart with woody undertones,3.0,"('Poppy & Peep', 95)",Poppy & Peep,Poppy & Peep,Nashville,Tennessee,Mark and Evane Stoner
872,2586,Poppy and Peep,U.S.A.,2021,Ghana,Ghana,0.66,"3- B,S,C","extra sweet, nutty, deep cocoa",3.0,"('Poppy & Peep', 95)",Poppy & Peep,Poppy & Peep,Nashville,Tennessee,Mark and Evane Stoner
873,607,Potomac,U.S.A.,2010,Costa Rica,"Upala, Batch 12",0.82,"2- B,S","bright red fruit,smoke,powerful",3.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
874,647,Potomac,U.S.A.,2011,Costa Rica,Upala w/ nibs,0.7,"2- B,S","grass,chewy,nibs add bitterness",3.5,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
875,654,Potomac,U.S.A.,2011,Costa Rica,"Upala, Batch 18",0.7,"2- B,S","fudgey, mild smoke",3.0,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
876,789,Potomac,U.S.A.,2011,Peru,"San Martin, Amazonian Highlands",0.7,"2- B,S","grassy, earthy",2.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
877,789,Potomac,U.S.A.,2011,Brazil,Bahia,0.7,"2- B,S","mint, candied",3.5,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
878,1387,Potomac,U.S.A.,2014,Venezuela,"Cuyagua, 2013",0.7,"2- B,S","mildy nutty, cocoa, spice",3.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
879,1820,Potomac,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte Province, 2016 H.",0.7,"2- B,S","dense, rich, nuanced",3.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
880,2076,Potomac,U.S.A.,2018,Colombia,Tumaco,0.7,"2- B,S","marshmallow, distinquished",4.0,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
881,2538,Potomac,U.S.A.,2021,Uganda,"Semuliki Forest, batch 20035",0.75,"2- B,S","light cocoa, dairy,faint cinnamon",3.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
882,2622,Potomac,U.S.A.,2021,Peru,"Ucayali, batch 200105",0.7,"2- B,S","anise, cocoa, dried fruit",3.75,"('Potomac', 100)",Potomac,Potomac,Woodbridge,Virginia,Ben Rasmussen
883,2118,Primo Botanica,U.S.A.,2018,Tanzania,"Kokoa Kamili, 2018 Harvest",0.75,"2- B,S*","sour palm, rich cocoa, fruit",3.25,"('Primo Botanica', 100)",Primo Botanica,Primo Botanica,Troy,New York,Danielle and Oliver Holecek
884,2118,Primo Botanica,U.S.A.,2018,Peru,Choba Choba,0.75,"2- B,S*","molasses, coffee, cocoa",3.25,"('Primo Botanica', 100)",Primo Botanica,Primo Botanica,Troy,New York,Danielle and Oliver Holecek
885,785,Raaka,U.S.A.,2011,Dominican Republic,La Red,0.85,"3- B,S,C","creamy, pasty, bitter, cocoa",3.5,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
886,959,Raaka,U.S.A.,2012,Madagascar,Madagascar,0.75,"3- B,S,C","gritty, sticky, candied",3.25,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
887,1708,Raaka,U.S.A.,2015,Congo,Virunga,0.75,"3- B,S,C","refined, honey, rubber",2.75,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
888,1788,Raaka,U.S.A.,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",0.7,"3- B,S,C","pungent, green, citrus",3.0,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
889,2032,Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",0.7,"3- B,S,C",green,3.25,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
890,2032,Raaka,U.S.A.,2017,Haiti,"Pisa, roasted",0.7,"3- B,S,C",basic cocoa,3.5,"('Raaka', 100)",Raaka,Raaka,New York,New York,"Ryan Cheney, Nate Hodge"
891,1558,Ranger,U.S.A.,2015,Peru,"San Martin, Batch 2",0.7,"2- B,S","oily, intense vinegar",2.5,"('Ranger', 100)",Ranger,Ranger,Portland,Oregon,"Rhonda Zender, George and Patrick"
892,1562,Ranger,U.S.A.,2015,Peru,"Chulucanas, Batch 1",0.8,"2- B,S","fruity, melon",3.25,"('Ranger', 100)",Ranger,Ranger,Portland,Oregon,"Rhonda Zender, George and Patrick"
893,1562,Ranger,U.S.A.,2015,Peru,"Tumbes, Batch 2",0.73,"2- B,S","dried fruit, raisins, nutty",3.5,"('Ranger', 100)",Ranger,Ranger,Portland,Oregon,"Rhonda Zender, George and Patrick"
894,2668,Ranger,U.S.A.,2021,Mexico,Soconusco,0.7,"2- B,S","fruit, yogurt, astringent",3.25,"('Ranger', 100)",Ranger,Ranger,Portland,Oregon,"Rhonda Zender, George and Patrick"
895,2158,Raphio,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",0.72,"3- B,S,C","creamy, complex, maple",3.75,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
896,2158,Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",0.72,"3- B,S,C",dominant spice,3.75,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
897,2166,Raphio,U.S.A.,2018,Ecuador,Camino Verde,0.72,"3- B,S,C","floral, malt, high astringcy",3.5,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
898,2330,Raphio,U.S.A.,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",0.72,"3- B,S,C","floral, roasted cacao, dirty",3.5,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
899,2334,Raphio,U.S.A.,2019,Nicaragua,Matagalpa,0.72,"3- B,S,C","grassy, earthy, roasty, dirty",3.5,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
900,2618,Raphio,U.S.A.,2021,Ghana,"Suhum Region, ABOCFA, b. IG7720",0.72,"3- B,S,C","gateway, nutty, rich cocoa",3.5,"('Raphio Chocolate', 90)",Raphio Chocolate,Raphio Chocolate,Fresno,California,Elisa and Yohanes Otavi-Makmur
901,745,Ritual,U.S.A.,2011,Costa Rica,Costa Rica,0.75,"2- B,S","dark berry, woody,astringent",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
902,891,Ritual,U.S.A.,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",0.75,"2- B,S","dark berry, tropical, nutty",4.0,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
903,967,Ritual,U.S.A.,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",0.75,"2- B,S","dried fruit, nut, bitter, roasty",3.25,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
904,979,Ritual,U.S.A.,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",0.75,"2- B,S","orange, heavy roast",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
905,1089,Ritual,U.S.A.,2013,Belize,"Toledo District, Maya, batch 001",0.75,"2- B,S","thick, slow, pure",3.75,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
906,1181,Ritual,U.S.A.,2013,Peru,"Maranon, Cajamarca, batch 002",0.75,"2- B,S","intense, roasty, spice",3.0,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
907,1466,Ritual,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",0.85,"2- B,S","mild bitter, woody, bourbon",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
908,1466,Ritual,U.S.A.,2015,Blend,"Mid Mountain, 2014, batch 002",0.7,"2- B,S","sticky, woody",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
909,1860,Ritual,U.S.A.,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",0.75,"2- B,S","floral, bourbon, balanced",3.75,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
910,2008,Ritual,U.S.A.,2017,Mexico,Xoconusco,0.75,"3- B,S,C","smooth, coffee, rich cocoa",3.75,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
911,2282,Ritual,U.S.A.,2019,Nicaragua,"La Colonia, Enliven Cacao",0.7,"2- B,S","complex, honey, fruit, nut",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
912,2418,Ritual,U.S.A.,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",0.8,"2- B,S","rich brownie, dried fruit",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
913,2514,Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",0.75,"3- B,S,C","tart fruit, roasty",3.5,"('Ritual', 100)",Ritual,Ritual,Park City,Utah,"Robbie Stout, Anna Davies"
914,2080,River-Sea,U.S.A.,2018,Tanzania,"Kokoa Kamili, Morogoro",0.72,"3- B,S,C","muted, heavy roast",3.0,"('River-Sea', 100)",River-Sea,River-Sea,Sterling,Virginia,Mariano and Krissee
915,2354,River-Sea,U.S.A.,2019,Fiji,"Vanua Levu, Matasawalevu",0.7,"3- B,S,C","fatty, rubbery, nutty",2.5,"('River-Sea', 100)",River-Sea,River-Sea,Sterling,Virginia,Mariano and Krissee
916,2354,River-Sea,U.S.A.,2019,Peru,Ucayali,0.7,"3- B,S,C","fatty, rubbery, off",2.5,"('River-Sea', 100)",River-Sea,River-Sea,Sterling,Virginia,Mariano and Krissee
917,213,Rogue,U.S.A.,2008,Dominican Republic,"Hispaniola, 2008",0.7,"2- B,S","nutty, earthy, mild off note",2.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
918,213,Rogue,U.S.A.,2008,Jamaica,Jamaica,0.7,"2- B,S","sandy, heavy roast, woody",2.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
919,213,Rogue,U.S.A.,2008,Madagascar,"Sambirano, 2008",0.7,"2- B,S","raisins, sour, roasty",3.0,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
920,213,Rogue,U.S.A.,2008,Trinidad,Trinidad,0.7,"2- B,S","dry, honey, roasty",3.0,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
921,327,Rogue,U.S.A.,2009,Venezuela,Rio Caribe,0.7,"2- B,S","mint, sweet spices",3.5,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
922,565,Rogue,U.S.A.,2010,Peru,Piura,0.75,"2- B,S","smooth,intense,fruit, complex",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
923,793,Rogue,U.S.A.,2011,Bolivia,"Silvestre, Batch 1, 2011",0.75,"2- B,S","rich brownie, roasty, sour",3.0,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
924,979,Rogue,U.S.A.,2012,Ecuador,"Camino Verde P., Balao, Guayas",0.75,"2- B,S","floral, bourbon, mocha",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
925,1038,Rogue,U.S.A.,2013,Madagascar,"Akessons Estate, Sambirano, 2013",0.7,"2- B,S","creamy, heavy roast, citrus",3.5,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
926,1081,Rogue,U.S.A.,2013,Dominican Republic,"Hispaniola, 2013",0.7,"2- B,S","sticky, earthy, smokey",3.5,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
927,1081,Rogue,U.S.A.,2013,Bolivia,"Silvestre, Batch 7, 2013",0.75,"2- B,S","smooth, banana, tart, roasty",4.0,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
928,1193,Rogue,U.S.A.,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",0.75,"2- B,S","intense, dark berry, spice",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
929,1209,Rogue,U.S.A.,2014,Venezuela,Porcelana,0.8,"2- B,S","red fruit, intense, earthy",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
930,1446,Rogue,U.S.A.,2015,Venezuela,"Caranero, Choc. Garage Exclusive",0.7,"2- B,S","deep, rich, nutty, roasty",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
931,1566,Rogue,U.S.A.,2015,Bolivia,"Tranquilidad, Batch 1",0.75,"2- B,S","roasty, dried fruit, sour",3.25,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
932,1748,Rogue,U.S.A.,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",0.75,"2- B,S","robust, tart, roasty",3.75,"('Rogue (closed)', 90)",Rogue (closed),Rogue (closed),Three Rivers,Massachusetts,Colin Gasko
933,813,Sacred,U.S.A.,2012,Blend,"Midnight, Central and S. America",0.83,"4- B,S*,C,V","grassy, strong bitter",2.75,"('Sacred', 100)",Sacred,Sacred,Novato,California,Steve Adler
934,813,Sacred,U.S.A.,2012,Blend,"Twilight, Central and S. America",0.69,"4- B,S*,C,V","grassy, maple",3.25,"('Sacred', 100)",Sacred,Sacred,Novato,California,Steve Adler
935,15,Scharffen Berger,U.S.A.,2006,Blend,Extra Dark,0.82,"5- B,S,C,V,L","dry, bitter, poor aftertaste",2.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
936,15,Scharffen Berger,U.S.A.,2006,Blend,Bittersweet,0.7,"5- B,S,C,V,L","cherry, mild bitter",3.5,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
937,40,Scharffen Berger,U.S.A.,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",0.68,"5- B,S,C,V,L","fruity, smokey, burnt",2.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
938,56,Scharffen Berger,U.S.A.,2006,Jamaica,Jamaica a l'ancienne,0.7,"5- B,S,C,V,L","fresh nibs,chocolate base off",2.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
939,56,Scharffen Berger,U.S.A.,2006,Blend,Semisweet,0.62,"5- B,S,C,V,L","tobacco, sweet, dairy",3.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
940,117,Scharffen Berger,U.S.A.,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",0.72,"5- B,S,C,V,L",strong smokey tobacco,3.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
941,135,Scharffen Berger,U.S.A.,2007,Blend,Nibby,0.62,"5- B,S,C,V,L","sweet, base cocoa",3.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
942,135,Scharffen Berger,U.S.A.,2007,Venezuela,Cuyagua,0.75,"5- B,S,C,V,L","complex, strawberry, tart",3.75,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
943,188,Scharffen Berger,U.S.A.,2007,Blend,Antilles (Trin/Gren/DR/Ven),0.75,"5- B,S,C,V,L","smooth,complex,cocoa base",3.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
944,227,Scharffen Berger,U.S.A.,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",0.72,"5- B,S,C,V,L","grassy, black pepper, smoke",3.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
945,336,Scharffen Berger,U.S.A.,2009,Brazil,Tome Acu,0.68,"5- B,S,C,V,L","smooth, tart, earthy",3.75,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
946,336,Scharffen Berger,U.S.A.,2009,Ghana,Asante,0.65,"5- B,S,C,V,L","simple, delicate cocoa, long",4.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
947,445,Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,0.72,"5- B,S,C,V,L","creamy, grassy, banana, tart",3.75,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
948,464,Scharffen Berger,U.S.A.,2010,Grenada,Camahogne,0.68,"5- B,S,C,V,L","smooth, grassy, minty",3.5,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
949,464,Scharffen Berger,U.S.A.,2010,Madagascar,Amina,0.65,"5- B,S,C,V,L","clingy,subtle, tangy, citrus",3.75,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
950,781,Scharffen Berger,U.S.A.,2011,Papua New Guinea,Markham Valley,0.68,"5- B,S,C,V,L","cherry,wine,rich,smoke",3.75,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
951,959,Scharffen Berger,U.S.A.,2012,Peru,San Juan de Cheni,0.78,"4- B,S,C,L","banana, pear, spice, cheese",4.0,"('Scharffen Berger Special Maker', 90)",Scharffen Berger Special Maker,Scharffen Berger Special Maker,San Francisco,California,"Paul Cherrie, Ray Major"
952,2104,Seahorse,U.S.A.,2018,Honduras,Wampusirpi,0.7,"2- B,S","dry, earthy, surface mark",2.75,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
953,2104,Seahorse,U.S.A.,2018,Tanzania,Kokoa Kamili,0.7,"2- B,S","sticky, cherry, cocoa",3.25,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
954,2108,Seahorse,U.S.A.,2018,Dominican Republic,Zorzal,0.7,"2- B,S","earthy, mild fruit, sticky",3.0,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
955,2446,Seahorse,U.S.A.,2019,Fiji,Matasawalevu,0.7,"2- B,S","sharp, raw, metallic",2.75,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
956,2446,Seahorse,U.S.A.,2019,Uganda,Semuliki Forest,0.7,"2- B,S","cocoa, roasty, sticky",3.5,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
957,2590,Seahorse,U.S.A.,2021,Peru,Ucayali,0.7,"2- B,S","orange, fig, cocoa",3.5,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
958,2594,Seahorse,U.S.A.,2021,Vietnam,Ben Tre,0.7,"2- B,S",blueberry & cocoa dominate,3.5,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
959,2660,Seahorse,U.S.A.,2021,Trinidad,Gewan Gangaram,0.75,"2- B,S","sl roasty, woody, melon, spicy",3.25,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
960,2660,Seahorse,U.S.A.,2021,India,Anamalai,0.7,"2- B,S","sticky, dark berry, roasty edge",3.5,"('Seahorse', 100)",Seahorse,Seahorse,Bend,Oregon,R.C. and Amanda Gartrell
961,2366,Shane Chocolate Works,U.S.A.,2019,Belize,Belize,0.7,"3- B,S,C",full cocoa flavor,3.5,"('Shane Chocolate Works', 100)",Shane Chocolate Works,Shane Chocolate Works,Philadelphia,Pennsylvania,"Kevin Paschall, Jeffrey Heinbach"
962,2370,Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,0.7,"3- B,S,C","spicy, rich cocoa, sweet",3.0,"('Shane Chocolate Works', 100)",Shane Chocolate Works,Shane Chocolate Works,Philadelphia,Pennsylvania,"Kevin Paschall, Jeffrey Heinbach"
963,2370,Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,0.7,"3- B,S,C","black pepper, astringent",3.0,"('Shane Chocolate Works', 100)",Shane Chocolate Works,Shane Chocolate Works,Philadelphia,Pennsylvania,"Kevin Paschall, Jeffrey Heinbach"
964,1335,Shark Mountain,U.S.A.,2014,Ecuador,Ecuador,0.75,"2- B,S","coffee, nutty",3.0,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
965,1335,Shark Mountain,U.S.A.,2014,Belize,"Belize, 2013",0.72,"2- B,S","fruity, blueberry",3.25,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
966,1450,Shark Mountain,U.S.A.,2015,Jamaica,Jamaica,0.72,"2- B,S","sticky, dried fruit, smoke",3.25,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
967,1450,Shark Mountain,U.S.A.,2015,Papua New Guinea,Papua New Guinea,0.73,"2- B,S","chewy, smoke, fruit, cocoa",3.5,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
968,1466,Shark Mountain,U.S.A.,2015,Venezuela,Cuyagua,0.77,"2- B,S","smoked ham, tangy, berry",2.75,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
969,1466,Shark Mountain,U.S.A.,2015,Dominican Republic,ROIG,0.74,"2- B,S","grapes, tangy, cocoa",3.5,"('Shark Mountain', 100)",Shark Mountain,Shark Mountain,Charlottesville,Virginia,Jonny Nuckols
970,713,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo",0.73,"4- B,S,C,V","sticky, earthy, medicinal",2.0,"(""Island Sharks aka Shark's"", 90)",Island Sharks aka Shark's,Island Sharks aka Shark's,Hilo (Hawaii),Hawaii,"Erin and Tom Sharkey, Ethan Swift, Bob Schneider"
971,721,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo, w/ added cocoa butter",0.73,"4- B,S,C,V","perfume, floral, chemical",2.5,"(""Island Sharks aka Shark's"", 90)",Island Sharks aka Shark's,Island Sharks aka Shark's,Hilo (Hawaii),Hawaii,"Erin and Tom Sharkey, Ethan Swift, Bob Schneider"
972,911,Sibu Sura,U.S.A.,2012,Peru,Peru,0.7,,"sandy, sweet, vanilla",2.5,"('Sibu Sura', 100)",Sibu Sura,Sibu Sura,Myersville,Maryland,Julie McLean
973,1454,Sjolinds,U.S.A.,2015,Ghana,Ghana,0.7,"4- B,S,C,V","sweet, vanilla, cocoa, mold",2.75,"('Sjolinds', 100)",Sjolinds,Sjolinds,Mount Horeb,Wisconsin,Tracy Thompson
974,1462,Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",0.72,"3- B,S,C","mild, nutty, vanilla, cocoa",3.0,"('Sjolinds', 100)",Sjolinds,Sjolinds,Mount Horeb,Wisconsin,Tracy Thompson
975,502,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,0.68,"3- B,S,C","mild cocoa, fruity",3.0,"('Snake & Butterfly', 100)",Snake & Butterfly,Snake & Butterfly,Campbell,California,"Celeste Walker, James Hull"
